text,label,Unnamed: 2
stars  danny devito  billy crystal  anne ramsey  kim griest  kate mulgrew  oprah winfrey and rob reiner   after college class  teacher larry  crystal  wants his ex wife dead and owen  devito  wants his momma  ramsey  dead  when larry brings up that he wants his wife dead  owen knows what he must do for him  in order for a favor in return  for larry to kill his mother  devito is absolutely hilarious in this as the brain dead wannabe writer that has daydreams of poisoning his mom and sticking scissors through her head  he has a child like role that makes him seem more of a confused man than a killer  ramesy was actually nominated for an academy award for this because of her wonderful performance as mean old mrs  lift  along with having comedy  the film also has heart  one scene between devito and crystal starts off seemingly as a joke  but goes deeper  actually making me slightly sad  danny devito directed the film and did a good job getting the dark tone in to his direction  for any fan of comedies i recommend this   my rating  b plus     mins  pg    for language  sexuality and violence,1,
i want the    minutes of my life back that was wasted on this pathetic excuse for a movie  the acting was horrific  i used to be a fan of cameron diaz and vincent d onofrio  i will never look at them the same again  keanu reeves and dan aykroyd were not a surprise  everyone knows they never could act  thankfully  only dan attempted an accent  his accent was a disaster as expected  i think he was either confused about the location of the film or had never actually spoken to anyone from minnesota  i hope this review helps anyone who is undecided about what to do with their precious time  the only reason i was able to sit through the whole movie was because i was stuck somewhere without anything better to watch or read,0,
bit of a curate s egg  this one  i started off hating it  with it s predictable  old dark house  set up  it s constant references to recent us horrors and regular trips up and down dimly lit corridors   but it does get going and has it s moments of originality   i began to wonder   once the killing started  how they were going to last out with only a cast of six but then we get flashbacks to a previous visit to the building and see a whole slew of gory killings which is pretty effective   naschy is fine and by the end it s been an enjoyable enough movie  it just does not jump up and grab one  hard enough,1,
this is a wonderful comedy short  one of keaton s absolute best  through a long series of silly mistakes  buster is mistaken for a wanted killer  and  as a result  most of the film consists of him running from the cops and one detective in particular  while generally i am not a fan of movies with a lot of chase scenes  this one is the absolute best as far as pure athletic and acrobatic ability  i have seen some that have had wilder stunts  but none where the star was so limber and able to move with amazing grace  in particular  there is a scene where he runs across a table  jumps on a man s shoulders and dives up through the transom as lithely as is humanly possible  plus so many of the gags are funny and perfectly timed  such as how he really comes to believe that he s actually killed someone  by the way  this film is very similar to cops  also by keaton  but original enough and with enough energy to make them both worth seeing   this film is brilliant and the only keaton short i can think of that i probably liked even more was the playhouse  where buster plays every role at the theater,1,
this film was different  it took a sort of typical thriller story and reached for a more interesting  in depth look at an individual character s struggle with faith  of course  it helped that the main performance  by andrew mccarthy  was quite excellent  the other performances were also quite interesting  although not as consistent  the ending was a bit of a let down  but there were lots of good moments  the film makers tried something different here    they didn t just go for the obvious chills and scares  this is a dark film  not for everyone  but if you want to be entertained and not talked down to  try this one,1,
this is a very very very bad movie    the plot is weak the acting is bad and the science is worse   the special effects are unconvincing  the dramatic scenes are a joke  every step of the way you can see coming a mile away  the end is disappointing and there is no suspense  the best aspect of the film is the soundtrack   the only reason not to give this a lower vote is because it is a tv movie and i believe the budget was low to start of with   i do believe that the young female fans of luke parry will still see this movie however he has done better work  again this is terrible  very very very terrible  if you have a choice  look at something else,0,
it s too kind to call this a  fictionalized  account of the barker gang  they got the names right  but that s about it   russell is still hot  i ll grant you that  but this is not the real ma barker  who basically took care of the boys by cooking and assisting when they moved around the country  not by planning or participating in the crimes  i think it would have been far more interesting to present the real story of a middle aged woman caught up in the criminal activities of her children and their cronies   i also have to agree with those reviewers who found the shoot out scenes to be totally unbelievable  the barker karpis victims were a combination of the innocent and of the law enforcement agents who pursued them  but they definitely did not mow down half a dozen fbi agents every time they were cornered   on the other hand  as several recent books have related  the fbi of that era emphasized the idea of agents coming only from legal or accounting backgrounds to the extent that many agents had very little law enforcement or firearms experience  they were not the well trained agents that we picture today     but the worst sin of all is that the movie is basically a bore  nobody changes  nobody grows  we know the end of the road is ahead  we just don t know which shoot out it will be   only for die hard russell fans,0,
this movie was horrible  if it had never been made the world would be a better place  come on  a flying wagon  what were they thinking  this was a sub par movie with a horrible hook  and i would like a written apology from the studio that produced this  along with some cookies to help repay me for the time i wasted on this crap fest that i can never get back  if you payed to see this movie  i am truly sorry because i watched it on tv on a sunday afternoon when i had nothing better to do and it pretty much ruined my whole week  a flying freaking wagon     and that s supposed to make up for having a horrible mother who cares more about her own screwed up needs than her children  no wonder they don t have enough sense to tell someone he is beating them  their mother teaches them nothing but that what she wants comes before everything else  absolutely horrible,0,
so well made  no cgi crap  has anyone else been on the  jumping crocs  tour of darwin s adelaide river before  black water was way realistic  rogue was a bit cringeworthy   thought the blonde chick was excellent in it   haven t really seen her before  and the other chick is a babe  she is always excellent    v  suspenseful   i would compare it to jaws over any other man eating animal flick    got the hole aussie thing down pat without going ott with struths and crikeys  as well    loved it,1,
robert altman  nicolas roeg  john luc goddard  you were expecting a fun film the entire family could enjoy  these and other directors were obviously chosen because they have not followed the mainstream  but created it  for those that complain that they did not adhere to the original story of the opera  how often does the music in a film directly relate to what is going on in the film  it is the mood that counts  this is what i believe the directors of these movies were doing  creating a contemporary mood for old operas  for the most part they succeed wonderfully  with all these operas  who is going to like them all  we could have used more beverly sills   finally  what is art  even opera  without a few naked women,1,
this is by far the worst movie ever made  i have no doubt  i have seen such crap as manos  space mutiny  and whatnot  and i can honestly tell you that they do not hold a candle to science crazed   science crazed has no discirnable plot  something about a guy making a woman pregnant via turkey baster  and the child born  hours  later is fully grown  and ready to kill  of course  being a newborn  it takes him about an hour to kill people  the director loops footage constantly  and takes about fifteen minutes to set up an awkward death  there is about a page of dialogue for the whole movie  however the dialogue arrives about a minute after it is spoken   sample scene  the monster is walking down a hall  we know this because there is about ten minutes of looped footage of his feet  in between loops  we are treated to two women working out  repeat ad nauseum for about    minutes  when the monster does show up  no one moves  and everyone looks like deer in headlights as the monster takes another    minutes to get to them to kill them  by the level of the acting  you would guess that the people are already dead   i know my description doesn t seem too bad  but trust me  i can not fully describe the pain that is science crazed   stay away  and boycott all video stores that carry it,0,
i m astonished how a filmmaker notorious for his political left wing fervor could make such a subtle  non sanctimonious picture  if you re for capital punishment  you ll still be for it after seeing this  if you re against capital punishment  you ll still be against it  but whatever your stance is  this movie will  at the very least  make you reflect on why you feel the way you do  there s not one false note in the film,1,
how his charter evolved as both man and ape was outstanding  not to mention the scenery of the film  christopher lambert was astonishing as lord of greystoke  christopher is the soul to this masterpiece  i became so enthrawled with his performance i could feel my heart pounding  the entireity of the movie still moves me to this day  his portrayal of john was oscar worthy  as he should have been nominated for it,1,
when i see a movie  i usually seek entertainment  but of course if i know what genre the move is  then i will seek what it is meant to do  for example  if it is a deep film  i expect the film to rile thoughts up in my cranium and make me ponder what it is saying  but who s that girl  is not a deep film  but it is entertaining  nonetheless  it s a campy sort of film that s a joy to watch  there s barely a boring moment in the film and there are plenty of humorous parts  i ve watched it when i was younger  the cast is always entertaining as usual  i had a small crush on griffin dunne even though he wasn t the typical male heartthrob at the time  haviland morris also stars  and late austrian actress bibi besch is here too  overall  a delight,1,
this film has an excellent premise and is really crying out to be turned into a hollywood blockbuster  as i recall  and it s a few years since i ve seen the film  the action starts with a london omnibus filled with people  there is an horrific crash and one passenger dies  the rest of the film is then told in flashback  with    characters who were on the bus getting their recent lives explored in intricate detail  at the end of the film we return to the crash and find out which of these chirpy  vivid characters has met a gruesome end  great stuff  a little like a good tabloid news story fleshed out in precise  even handed detail  if only it were available on video,1,
the only good either of the problem child films caused was bringing together amy yasbeck and the late john ritter  aside from that  the flicks are as demonic as their hero  in this basically unnecessary sequel  freshly separated ben  ritter  and his little hellraiser junior  michael oliver  who never needs screen time ever again  move to a new town infested with willing bachelorettes  ben eventually picks lawanda  played by the most underused original snl er laraine newman   whose blanche dubois tendencies don t suit junior in the least  to add on to junior s torture  it seems this town already has a little firestarter in younger girl form with trixie  who coincidentally has a sweet  single mother played by yasbeck  the same actress who played junior s first horrible mother through adoption  you can see where the plot goes from here  searching for my favorite scene is like pulling teeth  so i guess i ll go with the  cherry bomb in the toilet  gag that makes back to the future s james tolkan one of the many grown up victims  that guy s always playing school authority figures   jack warden and gilbert gottfried return as their parts from the first film  but sadly  there is no appearance from the bow tie klansma  er  i mean killer  michael richards  that made problem child all the more fun  on a serious note  i m sure these films  whether abusive parents saw them or no  did wonders for the red headed children of america  let us also salute these proud american flicks for their terrific promoting of adoption  oh  and dog poop jokes   gotta have dog poop jokes     shmucks,0,
i have had the opportunity to catch this independent film and was impressed with it  despite the lack of excitement in the plot  the acting was very good by everyone involved  amy madigan played the part of a guilt ridden mother who is tired  yet well intentioned and determined to make up for her younger daughter s condition  yet  in the process  she has neglected her older sister  who is more interested in playing with her savant syndrome sibling and living in a world of escapism   the men in the movie are very powerful in their secondary roles  christopher lloyd  in a very understated role  shows us why he has such versatility  he plays a teacher who is dedicated to his profession and literature research  yet starved for a meaningful relationship  he and madigan connect very well in their scenes together  yet both know nothing more can come from their friendship  their wordless goodbye is nothing short of brilliant  an acting lesson for aspiring performers   and in a small role  fred savage is fun to watch   you can tell why this movie was based on a play  it s probably very good on stage  on screen  it s not particularly exciting  but it s nonetheless very thoughtful and powerful in its subtleties,1,
anthony quinn was a legend of   th century in cinema by his great roles obtained this movie about a policeman innovated a false guilt for toni to rape his beauty wife  lisi  but he failed in this trap because he faced the strength of lisi but he succeeded in his trap which was prepared by him for toni that he put his name in the list of jewish people in romania and he transported from country to another in east europe   this movie was directed in      at the time of arab  isreeli war in       six days war  as an evidence of harmful works from jewish people which were caused by jewish people not only in europe but also in the rest continents   jewish people were a great cause of french revolution in        the pelchfik revolution in russia       the turmoil of different countries in any time   pearl buck wrote a novel  peony  in      at the time of occupied palasteine in      about chinese jewish people and their problems they faced in china because of their bad instruments they used in these countries as keys of crisis,1,
words can hardly describe what blue planet brought to life in all of its hours of runtime  matching up with walking with dinosaurs  this documentary stands as one of the best  we can only pray that the bbc and discovery channel come up with even more outstanding ideas that could possibly even level with this one,1,
this film is a very beautiful and slow film  there is nothing hollywood about it  it is very danish and the characters are very real  it is the first danish film to take up this transsexual theme  it is really about love that has no gender  i would not say it is about lesbian love even though the two main characters  the transsexual veronika and charlotte  are attracted to each other  it is a story about love and life   the story pretty much takes place in the two apartments  there is almost no background music  which makes it seem more real and intense  the two actors playing the main characters are great  they really make them seem real  they are not archetypes  but real people you could meet in the street  i think it is the first time i have seen a transsexual portrayed this well  very well done,1,
as a professional poker dealer for over    years i found this movie very hard to watch  too unreal  it seems the producers of this movie either had done little or no research or just didn t care  the card tricks are something you never would see performed in a real poker game  common sense right  plus it was full of film cuts and such during the tricks  who couldn t do that  the cheating was amateur stuff  palming  marked cards  etc  would you sit in a high limit game where they use opened deck cards  would you sit in a game where the players push their chips into the middle of a pot  constantly   mixing them in then just verbalizing how much they bet  c mon   i gave it a   because the twists and turns might be interesting to some people but for those who know how to play the game it will be pretty painful  next time they should use real players and get some insight on how to do it right  ouch,0,
purportedly made back to back with  erotic nights of the living dead  with the same cast and setting but for certain this one does not have laura gemser  much derided by all i rather like this movie  sure enough the storyline and dialogue are codswallop  but this is so beautifully filmed in such a marvellous setting and i actually like the hardcore  i find it at once naturalistic and exotic  and that doesn t just mean there is a black girl and some limp penises  i find the numerous and varied sex scenes very believable  even if two are set upon a tree trunk at the edge of the ocean with the waves constantly splashing around  the creature does not deign to appear until half hour before the end and is  it has to be said  a disappointment  still  in the time remaining he manages to kill off all but two of the expedition and in the case of the girls having sex with them first  or afterwards in at least one case   and this film is not as slow as some maintain  moreover there are some fine moments of sexploitation  not least the lady scientist and her urge for two  natives   and the glorious finale when the two survivors speed off in their boat  gaze back at the island they have escaped from  and find there is still time for one last act of copulation,1,
i found this robin williams vehicle mildly amusing at best i guess you would call it a political satire of sorts it s about a political talk show host comedian who decides to run for president and unexpectedly wins i found most of the humour dry myself and robin williams is much more restrained and sedate than usual i would say the movie is more of a drama than a comedy with a bit of mystery and suspense i think the dramatic parts worked better than the comedy parts and the mystery and suspense aspect though that s a small part of the movie worked the best still i wouldn t rate this movie very high for me it was an ok waste of   hours but nothing special my best advice would be to catch it on tv cable or rent it cheap first before making a decision on whether to purchase my vote for man of the year is a,0,
i believe it has been over    years since i saw this series  yet memory of it hasn t faded a bit  this would be a natural for dvd re issue  it seems to me  many of the performers have gone on to greater fame  robert hardy  sean connery  to name a couple   though it was a smallish role  i still remember judy dench  then in her    s  as katherine of france  henry v   she was very lovely then as now   there is a hint on this site that the series was filmed in color   is this so  who of us would know   virtually no color tv in those days  mores the pity  no vcr s  if so  some might have recorded it  as a way of teaching english history  this series made it come alive in ways few class room teachers can manage   what a fine re issue this would be,1,
what gives this movie its personality is the knowledge  in the end  that it is all true  while it is a compelling and humorous documentary that does border on mockumentary in some parts  are they staged or is it really happening humorously    it does seem to get a bit long towards the end   this movie is funny in places it needs to be  and flows relatively well  reminiscent of christopher guest s movies  if you liked those or adaptation then i recommend you keep a look out for this one   b,1,
i thought the movie was good  but i like to read the real story behind the  based on a true story  movies  does anyone know the names and locations of the real characters the movie is based on  i have done a complete internet search and cannot find any information on this case  all i get is the movie information and the fact that it is based on a  true story   i find it hard to believe that a judge would change his sentence rendered immediately in the courtroom  even after such a heartfelt speech by the brother  gorgeous john corbett   but overall the story was very gripping  anyway  if anyone knows the real  real story   i would appreciate you sharing it,1,
i think together all the reviewers have captured this film really well  i have seen it many  many times  but i still feel a sense of joy and warmth just as i did the first time  my emotional response to this film never seems to fade  the final scene certainly brings me to tears  but so does the scene between perks and the children on his birthday  and as for the kindly gentleman  something else is going on with that character  the generous provider and solver of problems  he knows everything about everything and has connections everywhere  a perfect father to run to and make us feel safe  i do not know how the film does it  but it touches something very english deep inside  which has long gone from our daily experience  but yet we all instantly recognise and yearn for again,1,
a man arrives in a strange  beautiful  sterile city where no one feels any emotion and obsesses instead about interior design  the essential sameness of his days is reminiscent of  groundhog day   the strange passages in and out of this world more remind one of  being john malkovich   but truly  this is a scandanavian movie  a piece of self satire that is also scandanavian in style  the tone is austere  and even the most fantastic scenes are played straight  daring you to laugh at the absurdity  to my mind  the combination isn t wholly successful  there aren t enough genuine laughs to compensate for the difficulties of taking the piece as pure drama  it certainly is original  perhaps my problem is that the world that it satirises is not one that i recognise  perhaps i should move to scandanavia,1,
now maybe it had something to do with the fact that i saw this movie at a low point in my life  when i was really trying to figure out where i was going and what i needed to make myself happy  but this film really spoke to me  jane is an everywoman  although she has so many positive things going for her  she is still vulnerable and unhappy in her life  she is strong and intelligent  but she was cheated out of achieving her potential by an unfortunate accident and is living a second choice life  she seeks out new challenges and happiness  seeking desperately to fill the hole in her heart  dreya weber is an exquisite jane  as we journey with her we feel the depth of her despair  the torture of her desperation and  eventually  the strength of her conviction  the beautiful addie yungmee is also very well cast and an asset to the production  allison mackie is a scene stealer as a saucy character with impeccable timing  i highly recommend this film  although it s low budget  it has big budget writing and production values  ps  great aerial scenes with two beautiful sexy women  women will love the story and characters  but there s something for the men here  too,1,
george c  scott gives his finest and funniest with wonderful drama as well in this paddy chayefsky screenplay  diana rigg is attractive and quite the complicated young woman  this film veers between tragedy and chaos in a new york hospital of the late    s with staggering consequences  barnard hughes is delightful as always  great stage actor as well    an   out of     best performance   george c  scott  chayesfsky was a big blow hard when he put down vanessa redgrave at the      oscar ceremony  but he s a good writer  a truly ensemble cast that works wonders  down to the smallest role  this won best script at oscars and scott was nominated  he should have won for this instead of patton the year before  which he was also brilliant in   seek this out,1,
while i agree completely with drvn below about mary mccormack flopping a milk bag out on tv  the rest of the show is fantastic  phil hartman was great in a professorly way  teaching the celebs the ins and outs  foley s a nut  but in a good way  you never know what self depricating humor he s going to come up with next  as for the game play  it s entertaining  filled with witty banter  and great for any newbie that may have even a passing an interest in the game  too bad it isn t on anymore    i just checked the schedule all the way to august and it doesn t appear to be scheduled for any time in the future  bad bravo  you deserve a beating,1,
this is a fabulous film    the plot is a good yarn  and is imaginatively told in a series of flashbacks and alternative points of view  what was deliberate  and what was coincidence  who is in love with who    you get the chance to put yourselves in the shoes of each of the characters in turn  sometimes literally   and this helps define each character to a satisfying depth    with a bit of effort following the twists and turns  you can understand each of the characters  and key events in the film are reshot from the point of view of different people    take the opportunity if it comes again to your arthouse cinema  it looks good on the big screen    more than keeping you guessing  the plot twists to such an extent that you just sit and watch what unfolds   i defy anyone to predict    but more likely you will need more than one viewing   i saw this at the pictures on its original release three times  and it got better each time    the acting was very good  with a standout performance by romane bohringer as alice torn in three directions by the three other characters in the ensemble    a classic  the second best film of the     s,1,
well don t expect anything deep an meaningful  most of the fight scenes are pretty decent  the two leading ladies are quite endearing but their lack of hk action background shows at times  the ending maybe lacks something but i quite enjoyed it none the less  the cheesy humour isn t probably going to appeal to anyone who hasn t watched a bunch of hk films but if your down with that sort of thing and have a couple of hours to fill with something meaningless you could do a lot worse than this   ok so you could do better but          certainly on a par with most of the hollywood blockbuster action drivel,1,
this is a movie that should be viewed and treated as a piece of art  this is an oblivious labour of love by the schrader brothers about the life of yukio mishima that is full truly artistic elements  the movie jumps from color to black and white  past to present  fictional works by mishima to him  all without being confusing in the least bit  the only thing that gets me is that the entire movie  with the exception of the narrator s spoken parts is in japanese  still a masterpiece that deserves an audience but hasn t found won  criterion  if you are reading this  this is a film that should be released under your imprint with as much extras as possible  this film truley deserves more,1,
did the first travesty actually make money  this is another sequel  along the lines of another stakeout  that no one asked for  but we ve received it anyway  the sequel is like its predecessor  completely brain dead  it s also pretty disgusting  remember the dinner scene   to think i almost felt sorry for ritter  yasbeck  and warden  did they need the money that much,0,
poor shirley maclaine tries hard to lend some gravitas to this mawkish  gag inducing  feel good  movie  but she s trampled by the run away sentimentality of a film that s not the least bit grounded in reality   this was directed by curtis hanson  did he have a lobotomy since we last heard from him  hanson can do effective drama sprinkled with comedy  as evidenced by  wonder boys   so i don t know what happened to him here  this is the kind of movie that doesn t want to accept that life is messy and fussy  and that neat  tidy endings  however implausible they might be  might make for a nice closing shot  but come across as utterly phony if the people watching the film have been through anything remotely like what the characters in the film go through   my wife and i made a game of calling out the plot points before they occurred    e g   the old man s going to teach her to read and then drop dead   bingo  this is one of those movies where the characters give little speeches summarizing their emotional problems  making you wonder why they still have emotional problems if they re that aware of what s causing them  toni collette  a fine actress  by the way  and one of my favorites if not given a lot to work with here   gives a speech early on about why she buys so many shoes and never wears them  spelling out in flashing neon the film s awkward connecting motif  at that moment  i knew what i was in for  and the film was a downward spiral from there   grade  c,0,
an interesting look at the immigrant experience  told as a fable with some very weird imagery   i got drawn to this movie because it tells of immigrants from sicily who traveled to america  i imagine much the same as my grandfather did at that time  travelling in steerage to provide ballast for the ships  i cannot imagine it was very comfortable  as shown in this film   laws restricting immigrants existed  i would guess that these laws were more strict on those who came from the mediterranean and africa  immigrants had to be free from contagious diseases or hereditary infirmities  in the film  we see physical and mental exams  the latter because of the view that low intelligence is heritable  single women could not enter the country  on the presumption that they would become prostitutes  so most married single men already in the country  as arranged beforehand  at ellis island before entry   this is the story of a british immigrant  charlotte gainsbourg   who arranges to marry a poor sicilian  vincenzo amato   he is trying to get his family through with a son that is mute and a mother  aurora quattrocchi  that is considered feeble minded  she was fantastic in the role  by the way   you will also see character actor  vincent schiavelli  in his next to the last appearance  i don t know if his last film has been released  he plays a matchmaker  and is also very good   it was a strange  but enjoyable film  it s not for everyone  as i imagine those who don t have some interest in the immigrant experience would find it rather slow,1,
the worst wrestlemania ever   this had no must see bouts and many crap ones at that  this took place in las vegas and wwe made it s employees dress up like egyptian gods  they even changed howard finkels name to finkus maximus  which probably doesn t mean anything  the sight of seeing jim ross in that terrible gown still gives me nightmares to this day and i m    years old  so you could imagine it when i was   years old  bobby heenan was funny though   matches included the undertaker vs giant gonzales in a p ss poor match  the headshrinkers vs the steiner brothers in a useless match  doink vs crush in a comedy match and a boring match featuring razor ramon vs bob backlund  hulk hogan teamed up with brutus beefcake to battle money inc  you could clearly see hogan had a black eye  in storyline purposes ted dibiase and irs beat up hogan while he was playing poker or something like that in the casinos  which is a poor storyline  but in reality  macho man randy savage hit hogan because savage thinks he s like the hulk  no pun intended  no not the wrestler but the film character   the main event consisted of bret  hitman  hart facing off against yokozuna in a very boring main event match  mr fuji threw salt in the face of hart and yoko won  but not until hogan came down and squashed yoko in    seconds   overall grade   e,0,
americans next top model is the best reality show  i was entertained      percent of the time watching it i kept my eyes open the entire time   well  i did blink  it can be sad  funny  or addicting  mostly addicting  america s next top model  kept me wanting more and that s pretty much the point  it is also on more that one channel  sometimes it s on mtv other times it s not  i hope it gets more fans and grows to be a hit series  it s great for pretty much all ages so every can enjoy it      also  if you watched the show before  haven t you noticed that tyra has a different hair style each time in the judging room  she ll have it short and curly one week  and then long and straight the next,1,
i watched this last night for the first time in    years  it s bad  really bad  but it has enough hilariously awful moments  that it s worth watching  first of all  was it deliberate to make the boy being babysat completely effeminate  he even says to costello a la mae west  you fascinate me   as costello does a double take  god only knows what would have have happened if the babysitter had been a hunk  this kid would have seduced him in a heartbeat  then there s the principal male dancer  he is totally inept  roar with laughter as he leaps and prances with no talent whatsoever over the giant s grave during he never looked better in his life  the two romantic leads are zeros  wastes  abbott gets to sing one line and that was dubbed in by another singer  geez  i guess he couldn t even carry a tune  costello does manage to be charming in his i fear nothing number  and i guess very small children might like it  but there s not much to recommend it  but oh that seductive effeminate boy  that aspect alone blew me away  plus the fact the family accepted anyone off the street with no references to babysit a child  today  little femmy boy would be taken away from them,0,
this movie has a lot to recommend it  the paintings  the music  and david hewlett s naked butt are all gorgeous  the plot  a story of redemption  forgiveness  and courage in the face of adversity is also very interesting and touching    and it s not predictable  which is saying quite a lot about a movie in this day and age  but  the acting is mediocre  the direction is confusing  and the script is just odd  it often felt like it was trying to be a parody  but i never figured out what it was trying to be parody  of   and if it s not a parody  well  it remains a movie with great potential that it didn t live up to,1,
may contain spoilers   clearly  who ever made this film must have had a lot of connections  i just can t see it any other way  what really surprises me is no one used the name allen smithee  and more surprising  everyone involved didn t use this name   a,0,
this film  with only two characters  takes you closer to these two people  the interrogator and the prisoner  than most films take you to any character  however well crafted   the sheer confusion  terror and pain which madeleine stowe s character undergoes is deeply disturbing  as is alan rickman s sadistic yet charming interrogator   this film is all too possible  and builds to a shocking climax  the effect of the film as a whole leaving you sitting in silence at the end  it ll haunt you for a long time,1,
i debated quite a bit over what rating to give this one because it s my least favorite herschell gordon lewis film so far other than the gruesome twosome  but it has the best acting i ve seen in a lewis film  however  we all know that s not saying much  once the movie was done  i was happy because it felt like i had been sitting through a   hour movie  though it was only    minutes long  i m trying to see all of hgl s films and that s probably the only reason to see this one   the gore is good as usual  the one thing that herschell seemed to get right  the acting is just as bad as usual with one exception  that exception is frank kress  now  would i say that he s a good actor  no way  but he s good compared to everyone else  the story is boring and flat and goes no where and by the end  i didn t care what happened just so long as it ended  i know this is a cult classic but i didn t enjoy it very much at all  i hope you will,0,
the movie is incredible  it has a sound track which sets the tone for the movie  the lines in the movie are great  such as  nothings to good for out friends  and  its collection time charlie collection time   i can watch this movie over and over again and still laugh because the lines and action are one of a kind  i feel that when i watch this movie i want to go out and shoot down bad guys  if there is a movie that you don t want to miss its this one   they killed the giggler man  they killed the giggler   they had no right in doing that  hes on our turf ill take care of it   the lines just keep on coming in the movie  deff  go out and not rent but buy this movie its worth the money trust me,1,
for this movie  based off of a tv show  and a serious finale  i thought that it was a lousy way to end off a serious   m a s h goodbye  farewell  and amen  was pretty good  but not this one  unless you really love the series  like myself  skip this movie   i was a loyal fan of the show even stevens  but the plot was too gimmicky  and dave coulier  man  that guy hasn t done anything good   well  ever  they shouldn t have used tim meadows  he s a great actor  but he was too good for the script   i thought the movie was pure cheese  i would give it a,0,
this bittersweet slice of magic realism had a checkered production history  director writer replaced  and tanked at the box office  but it s a helluva film   elijah wood and joseph mazzello are pre teen brothers whose flaky mom  lorraine bracco  shacks up with a mean spirited alcoholic  adam baldwin   during his drinking bouts  baldwin physically abuses mazzello and manipulates him into remaining silent about his situation  but when wood cottons on to what s happening  the boys put their heads together and hatch a fantastique solution to mazzello s devastating dilemma   i love films that mix fantasy and dark reality  they are rarely successful financially   lawn dogs  is a similar example   but they are usually original and intriguing   the drunk baldwin is shot from a low  child s perspective and his head is deliberately lopped off below the top of frame  this device allows us to judge him purely by his actions and as a totally physicalized beast  both wood and mazzello are excellent  and they pull us effortlessly into their dark  frightening world   the  radio flyer  of the title is a small red wagon kids transport their belongings in  here it transports a dream   seriously interesting stuff,1,
yeah  there s a  sleeper  watching sleeper cell and it was me  after reading comparisons to       like on the cover of the dvd   i expected a fast paced action romp  but nope    this series just putts along  in my groggy half awake state i would think   he s gonna      and  poof  it would happen     guess that van is gonna roll off the      and there she goes   and so on   and why would darwyn  in extra deep cover  pursue a babe  could it be  perhaps  to provide a little t a  hey  that works for me  hence four stars rather than three   this show is no       i ve watched       sleeper cell  you re no,0,
i fail to understand why you would give this film anything over      fair enough it does take me back to the   s and to the  good old days of horror comedy  but that genre has not got any better since then   it is still so  lame low budget   low tech   bad acting   bad story line   not at all scary and not funny enough    in fact there is not much good i could say about it  the so called monsters are just hideously bad  i mean we have gone back in time to when they used to make the monsters out of plasticine and shoot the scenes fame by frame    i really fail to understand why someone would invest any money in order to make this script to a film   but i guess it might have been almost ok if it had been a bigger budget film   recommendation would be   please do not make the mistake of wasting your time on this unless if you wish to get tips for a bad halloween make up  personally i enjoy independent films and anything outside the box but this just did not do it for me in the least,0,
out of any category  this is one demented and over the edge film  even in todays standards  filmed entirely in crap o rama  this film will blow your mind  and something else too    the amount of hilarious bad taste and sleaze is astonishing  the dialog is breathtakingly fast and campy  you ll either love or hate this film  but give it go  i ve seen it   times and absolutely love it  divine is in the quest for being the filthiest person alive  but so are her rivals too in this obscene and disgusting  but funny  and stylish little film    divine was phenomenal  and  she  will always be missed greatly  edith massey does the unforgettable performance as the  egglady  and don t forget the energetic mink stole    ber crazy s  t    recommended also for you sick little puppies   female trouble   desperate living   polyester,1,
weird with unnecessary singing and backdrops  randomly much of the action will occur on stage giving the feeling of an opera performance  none of that explains why this is such a bad film   it s the impression that either not enough rehearsal took place or that no experienced choreographer was available  the acting is flat  even the sparkling ziyi zhang looks like she s just waiting for her next movement or line  you may notice the trivia on this site stating that she spent half a month in japan learning to sign and dance  read that again as   weeks and things begin to make sense  even worse are the little kids who seem to be looking at their parents at the back of the studio rather than at the camera   the cheap and cheerful sfx are just cheap and cheap  the editing is staccato chops peppered with slices of just nothing that adds to anything except annoyance  just imagine all the silly dance scenes from the recent zatoichi   particularly the closing routine   performed by your local high school drama club with one famous actress who speaks in another language  but you get her in simply because she s so good normally despite being unsuitable   recorded on a cheap camera and then edited into three times its length in no artful order,0,
the whole world is falling prey to a lethal disease  and rain never stops pouring down   nevertheless  in this atmosphere of nightmare  a man and a woman discover that they are neighbors  thanks to a hole in the floor of the man s apartment  they fall in love   at least  all would not have been lost  although this wonderful film expresses the loneliness and the weakness of human being  there is also some room for hope  in the shiny singing scenes,1,
the primary plus for this movie is the combination of chris farley and david spade  this was the first film in which this comedy duo displayed their laurel and hardy esque brand of humor  farley s obvious physical comedy skill is perfectly augmented by spade s sarcastic take on every situation they find themselves in   this movie stands apart from other comedy movies  tommy boy ranks in with blues brothers as a comedic work whose individual scenes and bits stem from the plot  rather than serve to break up the storyline and give the film a disjointed feel as so many other comedic films do  thanks to excellent direction by sagal  every scene is tight and immediately foreshadows or acts out the story being told  he is as much to credit for the film s hilariousness as farley and spade are  the acting of dennehy  lowe  ackroyd  and many others  see the gas station attendant    miles from davenport  strengthen the film   the film warrants multiple viewings because there are many fine nuaces to the film that may be overshadowed by farley spade   i believe this film is very well made and is the funniest movie i have ever seen,1,
