text,label,
"I remember when this film came out, and watched it a few times on VHS. I was so glad when it was FINALLY released on DVD. I was hoping for widescreen, but at the point would take what was available. I love how they used color in the film, the outdoor scenes are so alive with color. The trees are the greenest I've ever seen. Most of the film was shot in Stillwater, Minnesota, a beautiful town located on the St. Croix River. They must have really scouted locations for filming, because they did a great job. The story is well written, and directed. I would rate this as one of Peter Horton's best. I'm also surprised that Andrew Dintenfass (the director of photography) hasn't done more. He did an incredible job. The acting also rates up there. It's amazing to see two actors of such a young age pull off this type of film. Annabella Sciorra did a great job as Dexter's mother. Who wouldn't want her as a mother.",positive,
"I loved this movie. It's a lot of laughs. The acting is good and the writing is really sharp. I'd rather see a hundred movies like this than THREE LORD OF THE RINGS repeating and repeating themselves.  It's a low budget affair and seems to be shot on DV but looks good and Jay Mohr and Julianne Nicholson are great together. Why do you have a ten line minimum? I'm not a critic, just a patron.  I doubt very much that Quentin Tarantino could write a picture this funny without filling it with masturbatory gratuitous violence. This movie should be seen on more screens than just one. I laughed from beginning to end. >",positive,
"Well, the movie did turn out a lot better than i expected. It's not boring and it's not unoriginal. It's really not a silly romantic comedy. The situations the characters put themselves in are very unusual, of course, we're still talking about a movie, but the main characters are indeed plausible. Donald is, of course, an exaggeration, but he's just a pawn in the movie, a means to prove something. The ending isn't one of those ridiculously happy, always the same, moral containing pieces of crap you can usually see in movies of the genre. I genuinely liked it and i'm hard to please when it comes to this particular genre of movies. It's worth a watch. Besides, it's better directed than other movies, the story line always stands up, the characters themselves stand up. And they do not experience this miraculous change and love is not revealed to them like a holly god given artifact, yada, yada. At the end of it all you actually see yourself going through it all, the movie makes you feel something, you may even learn a thing or two. It's not the usual hope-producing, tissue moistening idiocy. It's a good movie, not a consolation prize for teary women around the world.",positive,
"I channel surfed past this many times, mainly because the synopsis sounded so cheesy, so ""Love American Style"". However, it turned out to be quite good, very well done. The two stand-out features are the dialog and acting. Great cast. The premise is actually well executed and there aren't too many weak moments. I guess what I was most amazed by was how often you thought the wheels are going to come off the cart, and instead, the cart just banks the turns, so to speak, and the movie keeps flying. There are some nice little sub-plots, particularly the relationship that develops between the character played by former Conan sidekick Andy Richter. Also, want to mention that the music accompanying it was good.",positive,
"This Film was one that I have waited to see for some time. I was glad to find it has been everything anticipated. The writing of this film has been so finely crafted and researched far beyond what is seen by the audience. I found it amusing that so many people watching will not read between some very important lines but indeed if not the movie will make sense in a different way and is very brilliant. The film has many stories and characters woven together around this one Character Kilo , a Man whom has rose from the streets amidst many woes and become a very powerful criminal. After spending some time in Prison Kilo finds a loophole in the justice system and through a disturbing turn of events is released only to find everything is not at all what it seems. Kilo Finds himself going up against the higher realm of society and Political royalty in order to make clear how important a Man's Word is and stands for. A war begins as the street is in arms against Lords of wealth and corrupt Power.  A build up to explosive and powerful non stop twists and turns. This film will leave you riveted. I found the cast of this movie to be outstanding and is not a Movie to be ignored. Excellent. Go Rent It Today!!",positive,
I have loved this movie since I saw it in the theater in 1991. I was 12 then and Wil Wheaton was my favorite actor and adolescent crush. I am now 23 and I still love this movie. The best part about it is whoever I am dating loves it too because it is a total macho-guy movie! It is wrought with enough action and mayhem to keep men with the shortest attention spans glued to the screen. I only wish that it was available on DVD!,positive,
"This is a nice little lifetime movie about a guy (Peter Coyote) who's living the perfect suburban middle class life when late one night the police suddenly bust into his home and arrest him for the murder of some guy 27 years ago.  In his prison cell Coyote recounts to his wife the fateful events of 27 years ago and how he came into contact with Wayne Kennedy the man who he supposedly killed.  From here the story is told in flashback fashion and the more you learn about Wayne and Coyote and how they came to meet and what happened when they did the more interested you get.  The acting isn't anything to crow about, although the guy who plays Wayne Kennedy is pretty creepy enough. The real strong point of the movie is that mystery of what actually happened on the mountain. The wife spends the movie running around digging up clues to the mystery and each time something new comes up we are treated with another flashback revealing more of the mystery. It's actually pretty well.  So as far as Lifetime TV movie's go this little flick comes highly recommended.  Enjoy!",positive,
"Ok, so there's always people out there that seem to make it a point not to like movies because they're good, but instead choose to like movies based on how depressing or boring they can be, or whether they're from a foreign country. All that aside, One Crazy Summer is the perfect example of what a great American teen comedy should be. The jokes are a good mix of slapstick (a la Bobcat Goldthwait), surreal (Bobcat under the inspired direction of Steve Holland), and dry (John Cusack, one of the most morosely dry and funny actors in American cinema), and there is no character in this movie who does not deliver at least one funny line (ok, except Demi Moore).  Yes, it's immature, yes, it's screw-ball, yes, Bobcat dresses up like Godzilla and trashes a scale-model of a seafood restaurant. It's also funny as hell. Watch it.",positive,
"Don't let the rating of 5.9 (as of this writing on 12-8-02) fool you, this is one excellent film.  I cannot fathom how this got such a rating considering being so solid at all levels. The direction, acting, cinematography--all good. The story is interesting and original and my only inkling as far as understanding why the rating is such, sits in the fact that it is probably the type of movie that people rating might not normally see.  I equate it to playing modern rock for an 80 year old. You might be young, brought up on it and love it, but he or she has not been and as a product of a different time and taste--doesn't care for it.  If you like films and can handle movies based more on real people versus those comprised of mindless action, enormous flashy budgets and mediocre talent, give this one a try next time you see it on...  ",positive,
"This is one of those films that, for whatever reason, just clicked with me. Everything about it is right. Eric Roberts laconic, nice investigator, his voiceover narration, the twisting plot, Dan Hedaya and Denis Lipscomb given good roles, the settings, the paintings in the artist studio scenes, the end credit sequence and the wonderfully haunting theme music that perfectly encapsulates the mood of the whole film. If I have any reservations it is about Beverly D'Angelo as the femme fatale, but she plays her final scenes beautifully. I think that director Matthew Chapman was trying for a sort of 'Chinatown' feel to the whole thing. It didnt work. But as a murder-mystery its a gem.",positive,
"When commenting on this film, one must realise that it is based on a true story, and must therefore be reviewed for the quality and accuracy of it's portrayal of the events, as well as its entertainment value. It may well be implausible that Jack Shepherd should surrender twice to Jack Wild because Wild had captured Edgeworth Bess. None the less, it happened. It must also be noted that the director was young and inexperienced, which explains why he relied upon tried and tested techniques. There were occasions when Clavell did not have the confidence to follow the script as written. The film would be better if he had. And yes, I used to have a copy of the script (Stanley Baker's copy - one of five), which I returned recently to my father, Rafe Newhouse, the writer.",positive,
"Note: I've tried not to give away any important plot twists (or the ending) but if you're concerned about that, please think about viewing the film before reading further--Thanks!  This was obviously a fairly high budget production, released by Paramount. The story follows the (supposedly true)exploits of hiway-man Jack Shepard in 1700's London. He was a locksmith who got blackmailed into a life of crime by the nefarious ""Thief-Taker"" to save his brother's life. After being double crossed by the Thief-Taker, we turns into a sort of Robin Hood type figure and gains the support of the common folk. He proceeds to make escapes from several prisons (including the infamous Newgate) as well as having time to ""entertain"" numerous noble ladies.  I really enjoyed the film, even though the plot was a bit predictable. The film was shot in Glencree and Wicklow Ireland and the sets were very well done and seemed realistic. I think Clavell captured the bustling atmosphere of London in the 1700's quite well and I enjoyed his creative use of camera angles. And, unlike many films depicting this period, Clavell pulls no punches in showing us the deplorable conditions in which the poor lived (in one scene several folks fight over a meat pie that has rolled through the filth in the street).  Overall, I really enjoyed this film. I will admit that it lacks the wonderful scenery and underlying political commentary that Clavell's next film The Last Valley has (a parable to the Vietnam War), but it still merits a viewing or two. It is regrettable that it has not ever (to my knowledge) been released on video or DVD.",positive,
"Spending an hour seeing this brilliant Dan Finnerty and his ""Dan Band"" perform their special on Bravo is the most enjoyable hour I've ever spent watching TV. This young man (Dan) is such an incredible talent, as a singer, performer and even dancer. He can go from the cheesiest of ballad pop songs, all of which have only been sung by women, to hip-hop, rock, also songs written for women.. This guy can do anything. I've seen him live at least 11 times, so I was not expecting just how well that his show would adapt to a television or film format, but all reservations went away instantly when the show started because of Dan's overwhelming star quality.Do yourself a favor and watch this, or better yet, buy it.",positive,
"Darr (1993) was an incredible movie. In my opinion, it is one of Bollywood's finest. The movie itself triggers feelings of sympathy, fear, confusion, happiness, and sadness. Shahrukh's role was unbelievable, in fact he gave obsession a new face. Juhi Chawla's innocent and girlie character contrasted greatly with Shahrukh's fiery and passionate character. Sunny Deol's role made the ""good guy"" role seem like the ""bad guy"" one. The fact that Shahrukh, not Sunny, captivated the audience's attention proves that everyone has that helpless inner drive to pursue something that's not really in their hands. Even though the movie is several years old, it surpasses any recent one. The song ""Tu Mere Samne"" was full of passion and meaning. His personality fit the role perfectly. He should seriously consider re-starring in a similar film.",positive,
"The war at home is a splendid television series and I don't understand because she has been annulled. Please fairies something to continue with this very beautiful television series, with excellent and marvelous actors, good recitation and good situations, please we want the third series and even so many new episodes. I pray you!!!! I would like if possible somehow to make to reach this and mail the interested forehand, since I can tell you that here in Italy this series is very liked, as in other countries of Europe chest of drawers for example Spain. In effects as I have written above what strikes of this television series it is the good recitation of the actors and also the honest one with which numerous matters of true importance are treated. I think both one of the best American television series arrive on the Italian screens in these last years.I pray you!!!!",positive,
"I'm not from USA I'm from central Europe and i think the show is amazingly good. It can be easily compared with married with..children. My title says that it isn't show for conservative public. I mean i'm not so liberal but it may be slight difference between European conservatism and us cons. Anyway, show is starting to be very popular in our area and it's very bad that it contains only two seasons. Last episode opens many continuous and funny moments. Anyway I and many peoples would be glad if that would continue playing. The last thing i'm thrilled about this is some moral education very nice packed into humorous scenes. I mean i have seen many comedies that has over two and even more minutes of very sad in tragic scenes that absolutely don't fit into comedy. War doesn't contain something like that and is made for laughing. It's like The Simpsons and married whose also don't have any sad or even unfunny moments. I'm apologizing for my awful knowledge of English but I still hope that You will understand what I meant.",positive,
"I was just looking up "" who will love my children"" to buy, when I came across this web site and an entry made by a fellow Briton!! I am a great fan of this movie and would, and have, recommended it to all. What I found comforting is to find someone else who also finds comfort in the good will of others. I also have a son with Aspergers (amongst other things) and it is also a fear of mine to think if anything ever happened to me and my husband, that someone would not only want to take on just my beautiful 'normal' daughter, but my special and gifted son also. Missing home and being able to relate to people raised with the same values as myself has more meaning than you know. Living here in the US I have yet to meet anyone who has seen this movie. So to all of you reading this, if you have not seen it, make an effort to do so. It is a very moving experience, especially for anyone who is a parent, or even if you just have a sympathetic bone in your body, you will cry, and beg. After that you will count your blessings, And to anyone who has ever been through an experience like , or close to this one, my heart goes out to you. It makes me realize no matter how hard or stressful thing get, just remind yourself that there is always someone worse off than you. An amazing movie and what makes it more powerful is the fact that it is based on a true story. Do not be put off by how sad it is, at the same time this movie is heart warming, and makes you feel encouraged about the strength and goodness of mankind.",positive,
"German-born Turkish director Faith Akin captures in his film the endless variety of the different styles in music and songs in Istanbul, a city that is a bridge between East and West, a city that is uniquely located on both sides of the Bosporus, in Europe and in Asia. Kurdish dirges represented by Aynur, who performs her own brand of Kurdish gospel music, passionate and melodic. We are introduced to Romany instrumentals, to Orhan Gencebay, who has been called the Elvis of Arabesque music - sounds of music are heard everywhere in the city as Faith Akin takes us into underground clubs, to the street performers, and to recording sessions. German bassist Alexander Hacke who comes to Istanbul to play and to learn about Turkish music quotes Confucius, ""To understand the place, you have to listen to the music it plays"". Akin's fine documentary does just that - gives us 90 minutes of music that helps to cross the bridges. For me, watching the movie was especially interesting because I recently visited Istanbul as a part of my vacation and spent four days there. The city fascinated me by its images, colors, crowds, vibrancy and visual beauty. Now, I can add the sounds of music to the ever-changing portrait of Istanbul.",positive,
"  Very good 1970s movie about mob operations in New Jersey. When a ""maverick"" gangster doesn't play by the rules of the neighborhood, sooner or later, it's time for elimination.  Joe Pesci was true to his character -- smooth and funny. He only gets better with age. His face and present day fame should not have been used on the DVD cover to sell this ""B"" grade movie as he was only the third billed star.  Dated 1970's printed wide lapel shirts and lesser quality background music make for a distraction. Nice to see the 1970's big cars.   However, the acting is good.   Nakedness on the part of Anne Johns was not needed to make this mob story work. And, she does not show up in the database as every acting again in any film other than this one. Too bad; she did a good job!  Moral of the story: Don't get your ""Don"" upset with you.  If you are wanting to see something different when you wake up in the middle of the night then check out this DVD. It was part of a three-movie-on-one DVD $5.88 special at the local discount store.  ",positive,
"Surface is one of the greatest t.v. series I have seen. The acting is great and the storyline enthralling. Each episode left me barely able to wait to watch the next. I especially thought Carter Jenkins who played Miles Bennett did a superb job...he is a very talented actor and I look forward to seeing more of his work.   I can't believe Surface only made one season...once again the public has let me down. It is hard to fathom that a great shows like this one would get canceled, while crap reality shows continue on year after year. Whoever made the decision to cancel this show really dropped the ball on this one.",positive,
"I am sorry to see that SURFACE has not been picked up for the NBC 2006-2007 season. I guess market demand for inane game and reality shows on broadcast television, a reflection on our sense of culture, has conquered a good story. I hope and pray that some network picks it up so it will continue on as does STARGATE and it's spin-offs.  I also hope the producers find a venue where they can produce the level of Post Production they wished for in a TV Guide interview. Right now the reruns on Sci-Fi, marathons, will have to do. I for one would love to see where the story goes after the tsunami that ended Episode 15. I would like to find out the mastermind of the efficient effort to obfuscate the real identity of the creatures.  FYC Morningbear",positive,
"I am new at this, so bear with me please. I am a big fan of Surface. I thought the script and the computer graphics were exceptional, as good as any Sci Fi flick I've seen at the theater. In February the TV guide said Season Finale, the announcer for the show said something to the effect of, ""...and now for the season finale of Surface."" Season Finale, not series finale! I couldn't wait for fall to get here, to see was going to happen next. So fall gets here and it's nowhere to be found! If NBC isn't going to pick it up, what about Sci Fi or USA? It seems to me that Bay Watch didn't last long on ABC & then USA picked it up, and it went gang busters! (I bet ABC was chocking) Ha! If not a series, then at least a mini series, to give all us loyal fans closure. What happened to our guy's trapped in the church steeple? Was the creature in the chaple Nim? Did he have a grouth spert? Does the cloned guy come over to our side? There are so many unanswered questions. Thank's for listening to me babble!",positive,
"This film was great!Tangi Miller and Flex did a great job. They both look good together and they both pulled it off.Tasha Smith was so funny as the cousin,and she couldn't stay out of her business.Essence held it down for her girl, when she needed her. Aloma was sweet and played a dear Grandmother she really reminded me of my grandmother.And Oh,I can't forget about the stripper, he was so find, and I didn't know if I should cover my eyes or smile while I watch him reveal his sexiness on the big screen.Damn! he was fine! Tangi looked flawless, and sexy, and she stepped up a notch since Felicity. Over all the movie had a lot ""A"" List Actors and Actress. It was funny, sexy, crazy, touching,loving, emotional and wonderful. This movie is a must see! Go it get on DVD now if don't have it!",positive,
"I'm sitting around going through movie listings and not really seeing anything I want to see. My appetite keeps saying, ""Something like BROADCAST NEWS."" That's what I want. Something smart and funny, with adult ideas and great acting and writing, and a directorial style that doesn't call attention to itself. This may well be Hurt's best performance (is this or THE BIG CHILL, to my mind): however eccentric, Hurt is smart, and to play an unintelligent person without making sure -- wink wink -- the audience knows -- wink wink -- hey, I'M not stupid... well, that's fine acting right there. Hunter is note-perfect, and Albert Brooks is a revelation. (And he can read and sing at the same time!) Great, great work.  ",positive,
"Screening as part of a series of funny shorts at the Sydney Gay and Lesbian Mardi Gras film festival, this film was definitely a highlight. The script is great and the direction and acting was terrific. As another posting said, the actors' comedic timing really made this film. Lots of fun.",positive,
"Leos Carax is brilliant and is one of the best film and camera guys in the business so it should come as no surprise that Pola X is an almost perfect filming of the most gut wrenching story ever. Seriously. If I could have figured out some way to climb inside my video monitor, I would have thrashed Pierre to within an inch of his life. No one has the right to be that self absorbed and that stupid, both at the same time, except maybe Heathcliff in Emily Bronte's Wuthering Heights. After spending 134 minutes with Pierre, I need a large glass of brandy. Never have I been so angry at a main character. Ok, having said that, Pola X is a stunning movie with one of the few totally honest sex scenes I've ever seen in any film....which means another piece of brilliant filmmaking....and I'm talking graphic here, by the way. Pola X will beat the hell out of you, though, so make sure you're up for it if you decide to watch it.",positive,
"This movie starts off somewhat slowly and gets running towards the end. Not that that is bad, it was done to illustrate character trait degression of the main character. Consequently, if you are not into tragedies, this is not your movie. It is the thought provoking philosophy of this movie that makes it worthwhile. If you liked Dostoyevsky's 'Crime and Punishment,"" you will probably like this if only for the comparisons. The intriguing question that the movie prompts is, ""What is it that makes a renowned writer completely disregard his publicly-aproved ideas for another set?"" The new ideas are quite opposed to the status quo-if you are a conservative you will not like this movie.   Besides other philosophical questions, I must admit that the movie was quite aesthetically pleasing as well. The grassy hillsides and beautiful scenery helped me get past the slow start. Also, there was use of coloric symbolism in representing the mindstate of the main characters. If these sorts of things do not impress you, skip it. Overall I give this movie a 7.",positive,
"A rare exception to the rule that great literature makes disappointing films, John Huston's beautiful farewell to life and the movies is almost entirely true to the narrative and the spirit of James Joyce's short story, a tender meditation on love, death and time expressed in the events of a Twelfth Night party in middle-class Dublin circa 1910. Unpromising as the material might appear, the film succeeds by its willingness to tell the story on its own quiet, apparently inconsequential terms, rather than force a conventional cinematic shape of plot points and dramatic incidents upon it. Only once is the wrong note struck, when old Miss Julia (a trained singer and music teacher whose voice is supposed to have been cracked by age, not shattered) sings so badly that the audience burst out laughing when I saw this at the cinema. Fortunately, the mood of hushed and gentle melancholy is re-established in plenty of time for the moment of revelation between the married couple Gabriel and Gretta Conroy in a hotel bedroom as snow begins to fall outside. It's a sad story, I suppose, but the kind that leaves you feeling better, not blue. Especially recommended as a date movie - for people in love who aren't frightened of confronting the sweetness and sadness of life.",positive,
"I've been waiting years for THE DEAD to come out on video, having pretty much worn my VHS copy to shreds. This is one of the most beautiful films ever made for the holidays. It takes place on the Feast of the Epiphany (Twelfth Night), and is a simple, poignant vignette of characters attending a dinner prepared by three Dublin women. Central to the story is a fairly loveless couple, a wife who once passionately loved a young man who died for her and a man who wants to feel the same kind of passion for his wife, but feels incapable. All of the performances are stunning, and the script weaves among the various characters at the dinner beautifully. Of course, its source material is James Joyce's short story of the same title, and much of his narrative structure is kept fully intact. John Huston's long career as one of Hollywood's greatest filmmakers had a truly fitting finale with this film, which was scripted by his son, Tony Huston; stars his daughter, Anjelica Huston; and is dedicated to his wife, Maricella. Thank you to Lions Gate for picking up the rights to this film and releasing it on DVD. For lovers of all things Irish or for folks looking for a literate, subtle, yet incredibly moving holiday film, this is a true gem.",positive,
"This is an OK early 80's horror flick in which a young girl (Meg Tilly) is wanting to shed her ""goody two shoes"" image and becomes part of a girl gang called The Sisters. Their initiation for her consists of spending the night in a mausoleum. Too bad the mausoleum is the ""final"" resting place of some psycho Russian psychic and he's not quite dead yet. Seems this guy was found in his apartment with lots of things stuck into the walls from his telekinetic target practice, plus there is a pile of young dead girls found in the closet. All proof that hitch hiking can be dangerous, so listen up girls. The daughter of this man (Reymar) is rather distraught about her father's death and is confronted by a man that said he knew Reymar and given a tape to listen too. Her hubby (Adam West, of Batman fame) is there to laugh and scoff, and not much else. But it seems that perhaps Reymar's daughter may also have some abilities that she doesn't realize. Anyway, having deposited their unfortunate pledge at the mausoleum, the rest of The Sisters take off to go get stuff (like masks, sheets, etc) to come back and scare the crap out of her, but little do they suspect what's going on and they get more than the crap scared out of them. For even in death Reymar is kind of a busy guy and he's reanimating lots of corpses for entertainment. And it would also seem that he has a thing for jail bait. Overall this is acceptable horror, nothing too intense but not terrible either. The DVD from Media Blasters also contains another version of the movie that's a rough cut, I guess, I only watched a little of it so I don't know how different it is from the theatrical release but from what I saw I guess it's a ""warts and all"" presentation. 7 out of 10.",positive,
"Sheba Baby is always underrated most likely because it has a pg rating instead of the usual r rating that a Grier movie gets. all that the pg means is that Pam doesn't take her top off, she takes her top off in every other movie she's been in though so. it is more exciting than Coffy, more action. it takes off slow but by the time she's on screen the thrills have started. like Dolemite d'urville martin is the heavy trying to get Sheba's father, but she ain't having that. she wages a one woman war against martin and his gang of cronies. the best scene is with a stupid pimp in his car which i'm still laughing about. i thought it would be stupid because of the pg rating but i was wrong it replaces sex with violence and in a blaxplotation film that can only be good!",positive,
"This landmark film can now be seen in two different versions on the Grapevine Video release which also includes the English translation of Selma Lagerlof's novel which she based on a Swedish folktale. The first version is the Swedish edit under the title of THE PHANTOM CARRIAGE. The second version is a reconstruction of the way it was shown in the United States under the title of THE STROKE OF MIDNIGHT as released by Metro (before it was M-G- M). The actual US release has long vanished but a detailed review in The New York Times lets us know how the scenes were reordered for domestic release -- and both are fascinating to see. Each version of this film was presented at The Organ Loft in Salt Lake City with live theatre organ scores provided by artist Blaine Gale. A live recording was made of these performances and are included on the Grapevine Video DVD along with the novel and notes about the two versions. While THE PHANTOM CARRIAGE follows the order of Lagerlof's novel, THE STROKE OF MIDNIGHT is in some ways easier to follow. Seeing the two different edits is an education in how silent films could be changed effectively for release in different countries.   Some viewers look at this film as a horror film which it certainly is not. This is a morality play with shades of the supernatural used to hit home its stark message. The directing and lead performance by the great Victor Sjostrom were way ahead of their time. It's easy to see why M-G-M brought him to Hollywood to direct such films as Lillian Gish in THE SCARLET LETTER and THE WIND as well as Lon Chaney in HE WHO GETS SLAPPED. In America he was known as Victor Seastrom. He would also star in the lead role of Ingmar Bergman's WILD STRAWBERRIES, giving a masterful performance. Bergman was greatly influenced by KORKARLEN or THE PHANTOM CARRIAGE in his earlier days.   This is a powerful film that is well worth taking some time to discover and study. The Grapevine Video release is an excellent way to do this.",positive,
"Of course, how could he. He obviously co-opted several aspects from that excellent movie, which was also based on the sensational French case of the self-described ""doctor in the World Health Organization"" who murdered his family and himself when finally unmasked as a fraud. Emilio refers to his son as ""monster,"" he sings to the radio in his car, he hangs out on park benches, and he specializes in investment schemes to defraud his family and friends -- all of this and more directly lifted from ""Time Out,"" which came out the year before ""Nobody's Life."" It's too bad because this movie is pretty good on its own, with good acting and writing. Whereas Vincent from ""Time Out"" is a much more subtle character who seems to have a sense of ethics even though at times it gets twisted into knots, the protagonist here seems devoid of any character at all save for his winning looks and charm. Seriously, the part where he used X-rays that show his mother-in-law's cancer to bilk more money from his father, then utilizes a subtle twist on the same scam to avoid eviction from his fancy home for failing to pay the lease on time -- it's almost too much. The guy has no shame whatsoever, In fact, he's more like the lead in ""Stepfather"" than some poor schmuck who gets fired and is so humiliated that he can't face the disappointment of his family and friends and feels forced to invent a shiny new life for himself, as Vincent did in ""Time Out."" Thus, one could feel the tension mounting in ""Nobody's Life"" and the violent conclusion coming. One thing ""Nobody's Life"" has that ""Time Out"" definitely lacked was a love interest apart from the protagonist's trusting wife. It's not hard to understand how the sexy babysitter was able to fascinate and ensnare Emile to the degree that he ignored the danger of her natural curiosity and allowed it to lay bare his less than carefully constructed con. Given the reservations mentioned, this is a pretty good movie that we found entertaining. If you long for something touching on similar elements that goes a might deeper and is more intellectually and spiritually satisfying, I strongly suggest ""Time Out.""",positive,
Born Bad is a well put together crime drama about a group of teenage kids. Teens as well as young adults would find this movie well acted and entertaining. The movie is similar to The Black Circle Boys in the sense that a bunch of teenage boys go around their town making up their own rules and not caring about the consequences.,positive,
"this is a great movie for all Corey Feldman fans. This movie has a great cast of young actors. a group of teens decide to rob a bank to get some quick cash, but all goes wrong when a security gaurd gets shot and they take hostages",positive,
"I recently rented this video after seeing ""Final Ascent"" by the same writer. I wasn't prepared for how intense this film would get. I found it engaging from start to finish, and was rooting for the teenagers to get away with their attempted crime. The ending was definitely disturbing with some of its implied violence, but well-done. I highly recommend this picture.",positive,
"This is a perfect movie to watch with a loved one on a cold and snowy night. If you like a few laughs with your horror then this is the movie for you. The makings of a real cult classic. It has everything you would want to see in a horror movie. A beautiful girl, A hero, The buffoon, A MONSTER TRUCK and of course a family of mutant satanic killers. This one is full of blood,guts and gore. I strongly recommend watching this one in the wee early morning hours, and be careful of who sees you being entertained by the sounds of Monster trucks, Bad {But Funny } One liners and our Hero eating eye ball stew. Not as good as the Evil Dead but a close second. Just remember WARNING..... Do NOT EAT BEFORE VIEWING THIS FILM...",positive,
"I saw this on Zone horror and fully expected it to be compete crap like most of the films they play , however I was pleasantly surprised. The film revolves around 2 friends and a maniac in a monster truck who is chasing them (i know it sounds crap but its actually quite good) , the film is creepy when it intends to be and is laugh out loud funny in parts (and not in an unintentional way either, it is well paced and is a lot of fun as well as being very gory , there's some very funny black humour thrown in as well. Its not the most original movie but so what. If your after Shakespeare then this is not it , if your after a fun movie then this should be fine",positive,
"From the golden period of British films, this has my vote for one of the funniest of all time. Screened yesterday at my Film Society to a rapturous audience, I was astonished at how well the comedy has lasted (made in 1950!). It is really down to the expert timing and inimitable playing from two of the finest actors Britain has produced: Margaret Rutherford and Alastair Sim. Adapted from a play by John Dighton, this farce is briskly handled by director Frank Launder. The plot is simple: A ministry mistake billets a girls' school on a boys' school. I will always laugh when I think of this film.",positive,
"At last, a great film that doesn't have to be edited for profanity or sex! It's a fun film that the whole family can enjoy. Willis is great, as always. ""Rusty"" was delightful. Just enough action to keep interest going.",positive,
How his charter evolved as both man and ape was outstanding. Not to mention the scenery of the film. Christopher lambert was astonishing as lord of Greystoke. Christopher is the soul to this masterpiece. I became so enthrawled with his performance i could feel my heart pounding. The entireity of the movie still moves me to this day. His portrayal of John was Oscar worthy; as he should have been nominated for it.,positive,
"Don't let the wildly varying reviews of the movie deter you. You'll love it or hate it according to your own tastes. However, if for no other reason, see ""Greystoke"" to experience the excitement of a great actor grabbing your heart as he breathes life into his role. Ralph Richardson was not a great actor for how perfectly he could handle Shakespeare; rather, he is to be remembered for his sensitive treatment of every character he portrayed. He was never indifferent to his responsibility as an actor. His reading of the part of the Sixth Lord of Greystoke, his last performance, is to be cherished by all who love the theatre.",positive,
"I don't understand why it is so underrated on IMDb.. This movie is just the perfection.. The better adaptation of all times of the myth of Tarzan! As a french, I can say that this is the better role of Christophe Lambert, ridiculous in a lots of movies, but here absolutely wonderful, charismatic, incredible! The plot is great, well told, the story magnificent, the direction, the atmosphere, the music, every things are perfect! How believe these sequences with the Elgar music, just simply perfect..  Greystoke is truly an unbelievable movie, underrated here, I don't really know why, but really appreciated",positive,
"Christopher Nolan's directorial debut is a memorable one. The film was very well received and help land contracts for making 'Memento' and quite rightfully so.   Following is an exquisite example of how films should be made. No fancy effects or blood-dripping gore...just brilliant writing and good acting. Nolan manages to captivate us once again with his writing. The actors, all unknowns to me and I suppose most people, did a good job bringing the characters to live. They were all believable and that's all they need to be. The film is confusing because it plays with chronology a lot but it's very rewarding in the end. The film's a little short to be a full-length feature but any additional length would've ruined the style of the movie and the brilliance of the writing would've been diminished. Though short, the film has every aspect that makes a film attractive (IMO): an intriguing beginning, an exciting middle and a surprising end.   I dare say Following is almost as good as Memento, his best film by far. The scrambled chronology is equally masterful used in both films, the amazing plot twists are present and the acting is very good.  This film was made with a mere $6000 but the quality is much higher than most( almost all) million dollar box-office hits. The use of b&w may be a hard pill to swallow for the big audience, following is primarily Nolan showing off his skills to the studio bosses :-). And what skills they are...rarely have I enjoyed writing so much as in 'Following'. Even Pi doesn't even come close IMO, though it's also very good.  This is a film surely not to be missed by any self-respecting movie-lover. If you liked Memento, 'Following' is definitely for you.",positive,
"The thing which makes ""Fire"" even more appealing to watch apart from its magical artistry, is its touch of femininism and rebellion. To my mind, the very character played by Shabana Azmi is a symbol of the Indian feminine protest against the Indian society. The name of the movie and the scene when Radha walks through flames in her kitchen are symbloic of Hindu Mythology's Lord Rama's wife Sita's walking through fire for the proof of her immaculacy, as per the same narrative which appears in the film too. The film could be a great inspiration for women, particularly those in the subcontinent, to search for their liberties and to attain control of their lives.",positive,
"This is a movie that should be viewed and treated as a piece of art. This is an oblivious labour of love by the Schrader brothers about the life of Yukio Mishima that is full truly artistic elements. The movie jumps from color to black and white, past to present, fictional works by Mishima to him. All without being confusing in the least bit. The only thing that gets me is that the entire movie, with the exception of the narrator's spoken parts is in Japanese. Still a masterpiece that deserves an audience but hasn't found won. Criterion, if you are reading this, this is a film that should be released under your imprint with as much extras as possible. This film truley deserves more. 10/10",positive,
"Mishima: A Life in Four Chapters is a visually stunning production that handles complex issues with evocative ease. It is based on the life of controversial Japanese author Yukio Mishima, who committed suicide in the 1970s. It is not really a biopic - at least not one in the traditional sense - but an exploration of Mishima's iconoclastic oeuvre. The film succeeds in presenting abstract concepts in an unembroidered, totally engaging manner. Paul Schrader makes you sympathize with Mishima without having to deconstruct him or his work. It doesn't quite solve the puzzle but it does make you understand it. An added bonus: As we see Mishima's fury over the lack of tradition in a morally vacant modern society, Schrader gives us an excellent demonstration of the dichotomy between thought and execution in cinema. John Bailey's cinematography is spectacularly good. The grandiosity of composer Philip Glass' work is perfectly suited for the project. ""Mishima"" is the best film I've seen this year, so far.",positive,
